Date,Open,High,Low,Close,Adj Close,Volume
2017-12-19,6505.359863,6510.870117,6462.790039,6480.669922,6480.669922,2071060000
2017-12-20,6504.549805,6504.549805,6447.930176,6472.479980,6472.479980,1874550000
2017-12-21,6481.080078,6501.520020,6467.779785,6472.689941,6472.689941,1815620000
2017-12-22,6462.549805,6467.830078,6449.000000,6465.169922,6465.169922,1539250000
2017-12-26,6427.319824,6438.240234,6407.990234,6433.160156,6433.160156,1304340000
2017-12-27,6437.060059,6448.939941,6425.919922,6435.149902,6435.149902,1409540000
2017-12-28,6449.529785,6452.069824,6432.680176,6441.419922,6441.419922,1311320000
2017-12-29,6439.910156,6442.529785,6396.419922,6396.419922,6396.419922,1571730000
2018-01-02,6431.589844,6513.020020,6417.750000,6511.339844,6511.339844,1914930000
2018-01-03,6520.029785,6579.250000,6519.259766,6575.799805,6575.799805,2166780000
2018-01-04,6595.750000,6603.169922,6576.919922,6584.580078,6584.580078,2098890000
2018-01-05,6613.129883,6654.979980,6605.029785,6653.290039,6653.290039,2020900000
2018-01-08,6651.680176,6680.319824,6649.200195,6676.629883,6676.629883,2051430000
2018-01-09,6692.870117,6696.120117,6658.270020,6677.939941,6677.939941,14250900000
2018-01-10,6640.660156,6663.509766,6619.350098,6662.660156,6662.660156,2122740000
2018-01-11,6675.689941,6708.490234,6664.740234,6708.490234,6708.490234,2009740000
2018-01-12,6699.319824,6763.979980,6695.520020,6758.540039,6758.540039,1976200000
2018-01-16,6807.850098,6835.790039,6719.109863,6737.140137,6737.140137,2377140000
2018-01-17,6767.850098,6820.040039,6738.450195,6810.279785,6810.279785,2238070000
2018-01-18,6804.589844,6826.790039,6784.720215,6811.379883,6811.379883,2026220000
2018-01-19,6829.040039,6843.240234,6801.589844,6834.330078,6834.330078,1997270000
2018-01-22,6829.549805,6906.279785,6822.850098,6906.279785,6906.279785,2106070000
2018-01-23,6928.270020,6969.399902,6926.370117,6963.459961,6963.459961,2119840000
2018-01-24,6975.379883,6992.910156,6880.680176,6919.350098,6919.350098,2277010000
2018-01-25,6965.009766,6967.600098,6894.839844,6916.299805,6916.299805,2061450000
2018-01-26,6956.660156,7022.970215,6941.479980,7022.970215,7022.970215,2059010000
2018-01-29,7000.680176,7020.640137,6974.700195,6988.319824,6988.319824,2103380000
2018-01-30,6910.390137,6958.790039,6894.629883,6930.729980,6930.729980,2163980000
2018-01-31,6972.810059,6983.609863,6915.479980,6949.990234,6949.990234,2407540000
2018-02-01,6910.569824,6970.770020,6879.020020,6901.500000,6901.500000,2291680000
2018-02-02,6866.379883,6889.069824,6756.540039,6760.290039,6760.290039,2587770000
2018-02-05,6687.470215,6807.959961,6495.390137,6495.919922,6495.919922,3106870000
2018-02-06,6378.600098,6673.410156,6370.479980,6665.979980,6665.979980,3131030000
2018-02-07,6632.979980,6716.250000,6581.379883,6582.020020,6582.020020,2366970000
2018-02-08,6595.810059,6606.049805,6304.180176,6306.100098,6306.100098,2707700000
2018-02-09,6395.160156,6453.430176,6164.430176,6412.680176,6412.680176,3155990000
2018-02-12,6477.040039,6565.279785,6424.299805,6523.850098,6523.850098,2240420000
2018-02-13,6482.770020,6567.620117,6478.410156,6553.859863,6553.859863,1816670000
2018-02-14,6523.259766,6684.149902,6520.390137,6675.029785,6675.029785,2211460000
2018-02-15,6734.339844,6795.919922,6665.919922,6794.919922,6794.919922,2110700000
2018-02-16,6778.279785,6840.600098,6758.509766,6770.660156,6770.660156,2019830000
2018-02-20,6742.149902,6838.000000,6740.479980,6779.689941,6779.689941,1911170000
2018-02-21,6808.600098,6879.470215,6759.220215,6759.259766,6759.259766,1946010000
2018-02-22,6793.080078,6826.009766,6744.049805,6761.850098,6761.850098,1911900000
2018-02-23,6816.430176,6897.529785,6789.029785,6896.600098,6896.600098,1879460000
2018-02-26,6933.819824,6989.359863,6927.459961,6989.100098,6989.100098,1866610000
2018-02-27,6984.830078,7003.129883,6900.350098,6900.350098,6900.350098,2155850000
2018-02-28,6945.200195,6964.160156,6854.419922,6854.419922,6854.419922,2373880000
2018-03-01,6862.939941,6892.379883,6687.439941,6750.540039,6750.540039,2489040000
2018-03-02,6661.910156,6820.370117,6645.029785,6811.040039,6811.040039,2287320000
2018-03-05,6777.629883,6901.629883,6753.830078,6881.279785,6881.279785,2066350000
2018-03-06,6919.790039,6937.029785,6872.060059,6913.020020,6913.020020,2112570000
2018-03-07,6855.569824,6935.479980,6850.910156,6929.390137,6929.390137,2192230000
2018-03-08,6955.850098,6971.000000,6931.350098,6966.430176,6966.430176,2272110000
2018-03-09,7014.839844,7101.310059,7007.299805,7101.180176,7101.180176,2302930000
2018-03-12,7122.470215,7156.250000,7108.040039,7131.120117,7131.120117,2294440000
2018-03-13,7172.250000,7186.089844,7025.830078,7046.509766,7046.509766,2448830000
2018-03-14,7077.850098,7084.069824,7012.569824,7040.979980,7040.979980,2104450000
2018-03-15,7050.660156,7075.549805,7010.009766,7030.970215,7030.970215,1991570000
2018-03-16,7058.120117,7061.669922,7011.689941,7019.950195,7019.950195,3046990000
2018-03-19,6945.970215,6949.020020,6806.160156,6864.879883,6864.879883,2324430000
2018-03-20,6871.089844,6902.229980,6845.850098,6885.919922,6885.919922,1967690000
2018-03-21,6863.290039,6930.700195,6828.879883,6853.450195,6853.450195,1988390000
2018-03-22,6763.939941,6809.939941,6679.350098,6682.259766,6682.259766,2347160000
2018-03-23,6683.189941,6708.580078,6507.839844,6508.089844,6508.089844,2390410000
2018-03-26,6644.399902,6760.649902,6538.790039,6753.830078,6753.830078,2326060000
2018-03-27,6791.390137,6793.500000,6479.560059,6529.839844,6529.839844,2325990000
2018-03-28,6488.020020,6559.879883,6410.040039,6460.810059,6460.810059,2518670000
2018-03-29,6493.509766,6640.759766,6435.669922,6581.129883,6581.129883,2504500000
2018-04-02,6528.229980,6560.959961,6322.600098,6390.839844,6390.839844,2394730000
2018-04-03,6448.049805,6485.270020,6343.899902,6458.830078,6458.830078,2328510000
2018-04-04,6326.540039,6578.560059,6326.540039,6560.060059,6560.060059,2254070000
2018-04-05,6619.220215,6632.209961,6550.279785,6594.839844,6594.839844,2124660000
2018-04-06,6514.479980,6587.359863,6402.029785,6433.209961,6433.209961,2350540000
2018-04-09,6488.479980,6604.259766,6466.040039,6472.339844,6472.339844,2080900000
2018-04-10,6585.529785,6639.970215,6534.890137,6615.870117,6615.870117,2238770000
2018-04-11,6578.839844,6650.290039,6574.879883,6583.439941,6583.439941,1852120000
2018-04-12,6627.319824,6682.689941,6618.810059,6656.259766,6656.259766,2021110000
2018-04-13,6696.020020,6703.310059,6598.339844,6628.339844,6628.339844,1743640000
2018-04-16,6675.919922,6699.759766,6633.080078,6675.180176,6675.180176,1795950000
2018-04-17,6738.649902,6834.310059,6729.790039,6816.370117,6816.370117,1913230000
2018-04-18,6824.580078,6856.959961,6788.319824,6833.209961,6833.209961,1893220000
2018-04-19,6793.080078,6815.040039,6749.069824,6774.890137,6774.890137,1963950000
2018-04-20,6754.680176,6757.680176,6642.830078,6667.750000,6667.750000,1921790000
2018-04-23,6699.160156,6721.649902,6613.549805,6648.799805,6648.799805,1737370000
2018-04-24,6680.879883,6688.890137,6464.740234,6509.049805,6509.049805,2149250000
2018-04-25,6514.330078,6540.759766,6426.569824,6513.939941,6513.939941,2026690000
2018-04-26,6606.609863,6673.649902,6579.120117,6649.649902,6649.649902,2127140000
2018-04-27,6748.589844,6750.779785,6619.259766,6656.350098,6656.350098,2027530000
2018-04-30,6669.439941,6712.500000,6593.600098,6605.569824,6605.569824,1987020000
2018-05-01,6592.930176,6685.410156,6578.259766,6681.959961,6681.959961,1929110000
2018-05-02,6694.520020,6715.959961,6637.959961,6644.479980,6644.479980,2144200000
2018-05-03,6608.700195,6667.290039,6539.870117,6643.479980,6643.479980,2345740000
2018-05-04,6618.700195,6783.359863,6612.390137,6769.120117,6769.120117,2022230000
2018-05-07,6803.450195,6846.459961,6796.049805,6821.870117,6821.870117,1939980000
2018-05-08,6813.910156,6830.870117,6770.299805,6815.479980,6815.479980,2054830000
2018-05-09,6830.549805,6895.930176,6807.399902,6893.209961,6893.209961,2241480000
2018-05-10,6909.180176,6966.930176,6906.770020,6963.549805,6963.549805,2233460000
2018-05-11,6948.870117,6969.299805,6923.609863,6952.560059,6952.560059,2083030000
2018-05-14,6977.350098,7008.259766,6954.640137,6964.370117,6964.370117,2075670000
2018-05-15,6909.319824,6912.040039,6852.729980,6888.540039,6888.540039,2114040000
2018-05-16,6892.890137,6944.540039,6891.649902,6929.970215,6929.970215,2083660000
2018-05-17,6905.750000,6952.979980,6869.390137,6901.629883,6901.629883,1931700000
2018-05-18,6876.649902,6897.910156,6857.580078,6866.250000,6866.250000,1966710000
2018-05-21,6920.319824,6948.270020,6876.350098,6905.529785,6905.529785,1949100000
2018-05-22,6934.700195,6947.430176,6883.750000,6893.620117,6893.620117,1908280000
2018-05-23,6847.270020,6954.700195,6846.939941,6953.629883,6953.629883,1980450000
2018-05-24,6951.520020,6963.680176,6882.569824,6949.700195,6949.700195,1992460000
2018-05-25,6951.470215,6982.520020,6941.850098,6960.919922,6960.919922,1757660000
2018-05-29,6928.500000,6964.649902,6887.120117,6926.540039,6926.540039,2087370000
2018-05-30,6955.589844,6987.629883,6938.020020,6976.370117,6976.370117,2049450000
2018-05-31,6969.930176,7016.419922,6955.990234,6967.729980,6967.729980,2514610000
2018-06-01,7010.080078,7084.839844,7008.020020,7083.930176,7083.930176,2208600000
2018-06-04,7099.500000,7146.770020,7099.089844,7143.569824,7143.569824,2142790000
2018-06-05,7162.410156,7179.819824,7137.129883,7166.750000,7166.750000,2058630000
2018-06-06,7180.240234,7212.450195,7140.919922,7210.080078,7210.080078,2191750000
2018-06-07,7212.430176,7212.430176,7115.859863,7152.830078,7152.830078,2328280000
2018-06-08,7121.759766,7161.919922,7100.729980,7152.620117,7152.620117,1941580000
2018-06-11,7149.649902,7187.450195,7146.089844,7168.479980,7168.479980,1942940000
2018-06-12,7181.669922,7214.490234,7173.759766,7209.180176,7209.180176,2006760000
2018-06-13,7219.580078,7261.169922,7193.020020,7205.259766,7205.259766,2172770000
2018-06-14,7233.700195,7291.310059,7233.700195,7279.589844,7279.589844,2188230000
2018-06-15,7245.160156,7268.839844,7220.970215,7255.759766,7255.759766,3043790000
2018-06-18,7201.180176,7256.430176,7186.160156,7251.410156,7251.410156,2093950000
2018-06-19,7158.799805,7229.990234,7138.020020,7228.040039,7228.040039,2269000000
2018-06-20,7264.850098,7309.990234,7256.870117,7280.700195,7280.700195,2305100000
2018-06-21,7304.049805,7308.259766,7203.930176,7217.490234,7217.490234,2315880000
2018-06-22,7239.720215,7239.750000,7177.459961,7197.509766,7197.509766,3928340000
2018-06-25,7131.049805,7144.290039,6976.959961,7038.169922,7038.169922,2415090000
2018-06-26,7061.229980,7108.450195,7040.060059,7068.200195,7068.200195,2058640000
2018-06-27,7096.600098,7128.770020,6968.299805,6969.669922,6969.669922,2286430000
2018-06-28,6963.370117,7055.250000,6950.229980,7031.600098,7031.600098,2195400000
2018-06-29,7071.490234,7101.830078,7031.399902,7040.799805,7040.799805,2192010000
2018-07-02,6979.540039,7099.270020,6969.160156,7097.819824,7097.819824,1767910000
2018-07-03,7121.709961,7122.450195,7009.509766,7014.549805,7014.549805,1179310000
2018-07-05,7064.000000,7105.540039,7025.250000,7101.049805,7101.049805,1745030000
2018-07-06,7114.169922,7217.000000,7106.100098,7207.330078,7207.330078,1704580000
2018-07-09,7251.180176,7277.580078,7221.319824,7276.000000,7276.000000,1837330000
2018-07-10,7287.049805,7297.790039,7257.490234,7282.600098,7282.600098,1725210000
2018-07-11,7221.660156,7271.120117,7220.229980,7243.979980,7243.979980,1761420000
2018-07-12,7276.379883,7368.720215,7274.160156,7366.250000,7366.250000,1926110000
2018-07-13,7372.279785,7387.740234,7348.959961,7375.819824,7375.819824,1714140000
2018-07-16,7381.029785,7390.640137,7346.339844,7357.899902,7357.899902,1730190000
2018-07-17,7291.479980,7418.430176,7288.299805,7403.890137,7403.890137,1740680000
2018-07-18,7407.250000,7411.250000,7368.359863,7390.129883,7390.129883,1857670000
2018-07-19,7364.660156,7388.990234,7344.330078,7352.359863,7352.359863,1853030000
2018-07-20,7379.129883,7398.589844,7343.370117,7350.229980,7350.229980,1786250000
2018-07-23,7335.419922,7376.819824,7301.339844,7371.779785,7371.779785,1654290000
2018-07-24,7455.509766,7475.990234,7375.740234,7406.250000,7406.250000,2014850000
2018-07-25,7406.100098,7511.390137,7405.640137,7508.589844,7508.589844,1899790000
2018-07-26,7404.560059,7430.120117,7385.720215,7400.750000,7400.750000,2213070000
2018-07-27,7443.240234,7443.240234,7255.319824,7296.779785,7296.779785,2176170000
2018-07-30,7292.720215,7299.080078,7158.779785,7193.100098,7193.100098,2143410000
2018-07-31,7219.669922,7272.959961,7179.410156,7231.979980,7231.979980,2195050000
2018-08-01,7269.200195,7294.799805,7234.640137,7272.890137,7272.890137,2223550000
2018-08-02,7221.350098,7380.560059,7221.350098,7372.149902,7372.149902,2081300000
2018-08-03,7389.359863,7395.490234,7356.330078,7395.490234,7395.490234,2018700000
2018-08-06,7390.819824,7439.549805,7381.580078,7438.990234,7438.990234,2238170000
2018-08-07,7459.319824,7478.959961,7443.879883,7462.649902,7462.649902,2197590000
2018-08-08,7454.419922,7486.209961,7435.770020,7469.549805,7469.549805,2087850000
2018-08-09,7467.509766,7498.370117,7458.569824,7466.959961,7466.959961,2032950000
2018-08-10,7409.049805,7436.689941,7382.830078,7408.299805,7408.299805,2095180000
2018-08-13,7420.180176,7468.819824,7398.529785,7401.169922,7401.169922,1914240000
2018-08-14,7430.450195,7455.419922,7390.000000,7447.169922,7447.169922,1917360000
2018-08-15,7385.669922,7409.479980,7308.520020,7354.660156,7354.660156,2286960000
2018-08-16,7409.609863,7422.830078,7361.879883,7374.290039,7374.290039,1979540000
2018-08-17,7352.629883,7394.939941,7312.649902,7377.540039,7377.540039,1843150000
2018-08-20,7393.580078,7395.750000,7343.470215,7371.419922,7371.419922,1698970000
2018-08-21,7393.459961,7441.419922,7388.370117,7397.229980,7397.229980,1766630000
2018-08-22,7379.839844,7434.479980,7374.689941,7424.600098,7424.600098,1660460000
2018-08-23,7420.310059,7465.870117,7405.399902,7413.839844,7413.839844,1879890000
2018-08-24,7443.709961,7489.540039,7442.990234,7485.399902,7485.399902,1886600000
2018-08-27,7527.370117,7560.759766,7512.020020,7559.129883,7559.129883,2319130000
2018-08-28,7580.850098,7588.720215,7556.709961,7570.250000,7570.250000,1961300000
2018-08-29,7585.129883,7661.950195,7583.520020,7660.180176,7660.180176,1897000000
2018-08-30,7645.109863,7691.100098,7619.729980,7642.669922,7642.669922,2014450000
2018-08-31,7634.439941,7676.459961,7628.540039,7654.549805,7654.549805,1899910000
2018-09-04,7629.339844,7643.450195,7581.350098,7622.319824,7622.319824,2229520000
2018-09-05,7600.950195,7607.180176,7498.379883,7523.259766,7523.259766,2596780000
2018-09-06,7527.220215,7532.299805,7405.319824,7453.169922,7453.169922,2368680000
2018-09-07,7402.189941,7489.399902,7400.990234,7430.259766,7430.259766,2146380000
2018-09-10,7466.759766,7473.750000,7410.740234,7447.680176,7447.680176,2041450000
2018-09-11,7415.089844,7519.450195,7401.720215,7507.870117,7507.870117,2336600000
2018-09-12,7493.379883,7501.240234,7422.910156,7488.060059,7488.060059,2341850000
2018-09-13,7535.229980,7578.759766,7531.660156,7561.689941,7561.689941,2318720000
2018-09-14,7575.379883,7581.299805,7515.040039,7545.500000,7545.500000,2030720000
2018-09-17,7522.589844,7533.919922,7427.790039,7434.729980,7434.729980,2284140000
2018-09-18,7440.859863,7531.200195,7436.529785,7494.399902,7494.399902,2317990000
2018-09-19,7498.240234,7513.339844,7441.560059,7490.319824,7490.319824,2156730000
2018-09-20,7534.020020,7582.430176,7523.870117,7569.029785,7569.029785,2287150000
2018-09-21,7587.390137,7603.859863,7522.120117,7531.069824,7531.069824,3706820000
2018-09-24,7477.450195,7554.950195,7447.229980,7548.750000,7548.750000,2416380000
2018-09-25,7552.020020,7568.169922,7525.189941,7563.189941,7563.189941,2288140000
2018-09-26,7563.959961,7637.620117,7553.259766,7563.089844,7563.089844,2290730000
2018-09-27,7600.350098,7657.799805,7596.959961,7629.569824,7629.569824,2053770000
2018-09-28,7612.649902,7649.299805,7598.689941,7627.649902,7627.649902,2323940000
2018-10-01,7673.000000,7700.560059,7627.470215,7645.450195,7645.450195,2283230000
2018-10-02,7632.370117,7685.359863,7610.250000,7628.279785,7628.279785,2391370000
2018-10-03,7663.089844,7676.899902,7625.600098,7637.430176,7637.430176,3047330000
2018-10-04,7603.009766,7608.240234,7436.259766,7490.000000,7490.000000,3274550000
2018-10-05,7482.040039,7510.450195,7327.439941,7399.009766,7399.009766,2672900000
2018-10-08,7356.540039,7415.540039,7267.020020,7352.819824,7352.819824,2239640000
2018-10-09,7352.439941,7430.359863,7339.859863,7371.620117,7371.620117,2459040000
2018-10-10,7319.810059,7329.240234,7042.060059,7044.500000,7044.500000,3077330000
2018-10-11,7013.479980,7120.100098,6892.890137,6964.029785,6964.029785,3129290000
2018-10-12,7150.209961,7179.040039,7019.890137,7157.209961,7157.209961,2650290000
2018-10-15,7129.310059,7144.160156,7047.470215,7068.669922,7068.669922,2148850000
2018-10-16,7141.669922,7291.259766,7133.290039,7276.430176,7276.430176,2623300000
2018-10-17,7310.000000,7311.850098,7205.759766,7278.629883,7278.629883,2364720000
2018-10-18,7250.919922,7251.540039,7081.890137,7116.089844,7116.089844,2545950000
2018-10-19,7169.450195,7227.959961,7080.740234,7107.229980,7107.229980,2532220000
2018-10-22,7146.029785,7193.720215,7088.899902,7141.209961,7141.209961,2282400000
2018-10-23,7002.689941,7149.129883,6933.560059,7118.669922,7118.669922,2735820000
2018-10-24,7101.850098,7117.339844,6777.470215,6789.149902,6789.149902,2930550000
2018-10-25,6891.270020,7063.919922,6866.750000,7016.390137,7016.390137,2741810000
2018-10-26,6804.689941,6976.939941,6743.779785,6852.399902,6852.399902,2964780000
2018-10-29,6954.689941,6973.189941,6574.750000,6713.899902,6713.899902,2689550000
2018-10-30,6673.839844,6816.270020,6652.529785,6810.120117,6810.120117,2681310000
2018-10-31,6933.109863,7030.509766,6924.089844,6967.100098,6967.100098,2899730000
2018-11-01,6980.790039,7071.839844,6932.209961,7069.169922,7069.169922,2708880000
2018-11-02,7042.299805,7085.270020,6909.069824,6965.290039,6965.290039,2889910000
2018-11-05,6946.149902,6952.930176,6859.799805,6937.089844,6937.089844,2166470000
2018-11-06,6939.129883,7024.779785,6928.000000,6988.850098,6988.850098,2285680000
2018-11-07,7068.500000,7205.959961,7057.709961,7203.129883,7203.129883,2677530000
2018-11-08,7176.189941,7192.319824,7125.140137,7158.589844,7158.589844,2462430000
2018-11-09,7095.450195,7104.390137,6982.890137,7039.149902,7039.149902,2418490000
2018-11-12,6990.370117,6998.799805,6819.379883,6829.100098,6829.100098,2289070000
2018-11-13,6858.589844,6951.439941,6811.680176,6830.910156,6830.910156,2343940000
2018-11-14,6896.200195,6916.100098,6736.180176,6769.870117,6769.870117,2540220000
2018-11-15,6750.629883,6908.830078,6702.419922,6890.450195,6890.450195,2508720000
2018-11-16,6823.029785,6898.129883,6797.430176,6867.020020,6867.020020,2438260000
2018-11-19,6832.250000,6841.439941,6623.370117,6642.919922,6642.919922,2354020000
2018-11-20,6475.680176,6614.009766,6442.359863,6526.959961,6526.959961,2664950000
2018-11-21,6608.120117,6639.370117,6566.310059,6575.660156,6575.660156,1858050000
2018-11-23,6525.020020,6591.560059,6524.549805,6527.350098,6527.350098,958950000
2018-11-26,6616.790039,6679.910156,6590.890137,6678.339844,6678.339844,2011180000
2018-11-27,6639.390137,6715.410156,6609.080078,6701.040039,6701.040039,2067360000
2018-11-28,6756.129883,6914.790039,6713.290039,6913.330078,6913.330078,2390260000
2018-11-29,6890.839844,6938.020020,6839.450195,6892.399902,6892.399902,1983460000
2018-11-30,6902.240234,6951.129883,6872.290039,6949.009766,6949.009766,2542820000
2018-12-03,7106.839844,7107.000000,7013.200195,7062.129883,7062.129883,2621020000
2018-12-04,7026.810059,7045.680176,6785.850098,6795.209961,6795.209961,2625810000
2018-12-06,6652.129883,6840.500000,6630.819824,6838.850098,6838.850098,2833870000
2018-12-07,6806.629883,6849.379883,6594.540039,6613.279785,6613.279785,2475160000
2018-12-10,6603.359863,6710.390137,6534.330078,6682.740234,6682.740234,2367560000
2018-12-11,6782.410156,6788.470215,6650.830078,6704.240234,6704.240234,2246060000
2018-12-12,6800.549805,6867.660156,6761.779785,6763.959961,6763.959961,2412300000
2018-12-13,6805.700195,6833.779785,6724.040039,6767.970215,6767.970215,2143520000
2018-12-14,6679.910156,6710.410156,6585.310059,6594.959961,6594.959961,2200510000
2018-12-17,6571.000000,6621.629883,6399.549805,6448.390137,6448.390137,2665240000
2018-12-18,6503.120117,6551.040039,6434.600098,6491.520020,6491.520020,2585400000
2018-12-19,6480.310059,6575.390137,6284.720215,6342.970215,6342.970215,2899950000
2018-12-20,6312.720215,6380.970215,6161.850098,6243.189941,6243.189941,3258090000
2018-12-21,6293.049805,6308.310059,6013.979980,6046.560059,6046.560059,4534120000
2018-12-24,5994.080078,6075.169922,5895.120117,5899.350098,5899.350098,1647270000
2018-12-26,5969.080078,6263.819824,5921.859863,6262.770020,6262.770020,2557940000
2018-12-27,6168.600098,6291.990234,6043.450195,6288.299805,6288.299805,2415870000
2018-12-28,6326.620117,6388.359863,6233.689941,6285.270020,6285.270020,2199090000
2018-12-31,6354.850098,6365.390137,6273.939941,6329.970215,6329.970215,2098560000
2019-01-02,6198.680176,6394.740234,6198.680176,6360.870117,6360.870117,2261800000
2019-01-03,6274.759766,6292.680176,6139.399902,6147.129883,6147.129883,2607290000
2019-01-04,6250.049805,6445.200195,6234.589844,6422.669922,6422.669922,2579550000
2019-01-07,6434.549805,6521.439941,6412.979980,6488.250000,6488.250000,2507550000
2019-01-08,6555.910156,6574.729980,6457.000000,6551.850098,6551.850098,2378290000
2019-01-09,6576.540039,6631.060059,6549.439941,6600.689941,6600.689941,2422590000
2019-01-10,6551.049805,6625.109863,6517.540039,6620.939941,6620.939941,2179080000
2019-01-11,6579.890137,6604.560059,6562.040039,6601.399902,6601.399902,2066500000
2019-01-14,6536.370117,6566.870117,6512.640137,6541.040039,6541.040039,1942210000
2019-01-15,6571.149902,6674.529785,6567.319824,6669.640137,6669.640137,2038090000
2019-01-16,6677.379883,6720.410156,6665.049805,6668.560059,6668.560059,2149580000
2019-01-17,6646.189941,6747.279785,6637.100098,6718.450195,6718.450195,2128840000
2019-01-18,6771.520020,6816.229980,6727.939941,6784.609863,6784.609863,2451240000
2019-01-22,6736.649902,6738.569824,6603.560059,6646.810059,6646.810059,2380950000
2019-01-23,6689.080078,6712.859863,6584.500000,6658.759766,6658.759766,2274420000
2019-01-24,6680.339844,6710.729980,6656.520020,6702.549805,6702.549805,2400290000
2019-01-25,6755.669922,6800.970215,6733.319824,6787.370117,6787.370117,2440840000
2019-01-28,6691.839844,6697.529785,6644.310059,6697.089844,6697.089844,2435480000
2019-01-29,6695.709961,6701.470215,6613.419922,6632.790039,6632.790039,2089690000
2019-01-30,6708.560059,6826.919922,6688.330078,6807.910156,6807.910156,2544050000
2019-01-31,6840.930176,6936.339844,6837.919922,6906.839844,6906.839844,2918710000
2019-02-01,6872.729980,6921.950195,6857.310059,6875.520020,6875.520020,2383430000
2019-02-04,6876.560059,6960.970215,6872.600098,6959.959961,6959.959961,2099470000
2019-02-05,6969.370117,7029.770020,6967.939941,7023.520020,7023.520020,2265520000
2019-02-06,7023.890137,7034.939941,6969.830078,6997.620117,6997.620117,2167130000
2019-02-07,6934.330078,6954.770020,6854.350098,6904.979980,6904.979980,2295080000
2019-02-08,6843.330078,6914.560059,6836.700195,6913.129883,6913.129883,2086260000
2019-02-11,6941.259766,6958.330078,6893.799805,6909.180176,6909.180176,1897800000
2019-02-12,6960.549805,7021.759766,6948.330078,7014.669922,7014.669922,2124330000
2019-02-13,7038.319824,7062.580078,7009.729980,7015.879883,7015.879883,2093800000
2019-02-14,6986.509766,7047.879883,6969.689941,7022.419922,7022.419922,2103370000
2019-02-15,7066.379883,7073.990234,7022.299805,7055.180176,7055.180176,2257750000
2019-02-19,7033.370117,7089.100098,7032.779785,7066.609863,7066.609863,2120790000
2019-02-20,7070.240234,7096.149902,7027.370117,7062.339844,7062.339844,2181760000
2019-02-21,7047.080078,7063.069824,7001.799805,7035.160156,7035.160156,2119080000
2019-02-22,7055.200195,7094.290039,7050.009766,7090.629883,7090.629883,2417680000
2019-02-25,7144.339844,7161.729980,7111.779785,7115.430176,7115.430176,2363140000
2019-02-26,7098.970215,7144.649902,7087.140137,7123.220215,7123.220215,2257710000
2019-02-27,7095.750000,7125.779785,7045.410156,7117.000000,7117.000000,2423360000
2019-02-28,7093.200195,7125.919922,7081.919922,7097.529785,7097.529785,2647080000
2019-03-01,7152.080078,7159.959961,7101.069824,7151.569824,7151.569824,2463190000
2019-03-04,7193.879883,7205.939941,7073.399902,7150.830078,7150.830078,2569590000
2019-03-05,7156.660156,7178.299805,7120.689941,7156.790039,7156.790039,2142610000
2019-03-06,7156.240234,7162.240234,7104.549805,7112.470215,7112.470215,2242810000
2019-03-07,7089.629883,7097.910156,7001.810059,7026.879883,7026.879883,2440840000
2019-03-08,6940.899902,7018.919922,6940.720215,7015.689941,7015.689941,2245430000
2019-03-11,7050.049805,7166.930176,7049.560059,7164.020020,7164.020020,2216950000
2019-03-12,7176.229980,7219.410156,7166.950195,7201.279785,7201.279785,2161400000
2019-03-13,7231.049805,7292.859863,7229.879883,7256.979980,7256.979980,2366350000
2019-03-14,7257.310059,7267.939941,7240.959961,7243.009766,7243.009766,2176510000
2019-03-15,7274.140137,7331.299805,7265.629883,7306.990234,7306.990234,3447190000
2019-03-18,7311.629883,7348.689941,7293.850098,7326.279785,7326.279785,2274490000
2019-03-19,7357.580078,7390.290039,7321.930176,7349.279785,7349.279785,2433160000
2019-03-20,7348.990234,7422.750000,7318.419922,7380.750000,7380.750000,2424400000
2019-03-21,7356.939941,7505.410156,7356.939941,7493.270020,7493.270020,2483580000
2019-03-22,7458.439941,7482.350098,7323.520020,7326.060059,7326.060059,2490730000
2019-03-25,7299.930176,7342.509766,7265.279785,7316.959961,7316.959961,2130230000
2019-03-26,7378.229980,7417.259766,7314.379883,7351.149902,7351.149902,2068900000
2019-03-27,7364.470215,7376.990234,7252.060059,7308.189941,7308.189941,2221650000
2019-03-28,7325.060059,7346.040039,7277.689941,7320.470215,7320.470215,1902060000
2019-03-29,7377.770020,7381.689941,7333.169922,7378.770020,7378.770020,2233470000
2019-04-01,7450.810059,7481.839844,7422.439941,7478.419922,7478.419922,2198050000
2019-04-02,7473.509766,7507.049805,7461.509766,7499.640137,7499.640137,2110100000
2019-04-03,7538.169922,7589.689941,7520.399902,7544.970215,7544.970215,2487210000
2019-04-04,7542.160156,7571.129883,7496.299805,7540.569824,7540.569824,2094200000
2019-04-05,7564.270020,7581.899902,7554.910156,7578.839844,7578.839844,2148730000
2019-04-08,7565.060059,7602.080078,7536.419922,7599.740234,7599.740234,2069190000
2019-04-09,7571.879883,7596.750000,7555.620117,7568.490234,7568.490234,2067570000
2019-04-10,7581.390137,7613.410156,7573.279785,7611.490234,7611.490234,1998280000
2019-04-11,7621.399902,7621.399902,7580.709961,7594.890137,7594.890137,1956840000
2019-04-12,7624.149902,7630.520020,7596.560059,7628.149902,7628.149902,1955290000
2019-04-15,7630.600098,7636.799805,7578.540039,7629.120117,7629.120117,1816920000
2019-04-16,7651.189941,7670.399902,7631.640137,7654.729980,7654.729980,2095330000
